image,canopy_cover_pct,plant_count
06-05_00131_P0037822.png,13.5,12
06-05_00132_P0037822.png,4.4,10
06-05_00132_P0038051.png,16.4,7
06-05_00133_P0037822.png,7.7,5
06-05_00133_P0038051.png,15.3,14
06-05_00134_P0037822.png,12.4,7
06-05_00134_P0037991.png,13.7,9
06-05_00134_P0038051.png,10.6,8
06-05_00135_P0037822.png,13.0,8
06-05_00135_P0037991.png,17.99,9
06-05_00135_P0038051.png,11.11,10
06-05_00136_P0037822.png,10.62,12
06-05_00136_P0037991.png,13.27,13
06-05_00136_P0038051.png,9.12,6
06-05_00137_P0037822.png,4.43,12
06-05_00137_P0037991.png,11.43,10
06-05_00137_P0038051.png,6.3,9
06-05_00138_P0037822.png,2.61,8
06-05_00138_P0037991.png,11.49,7
06-05_00138_P0038051.png,7.49,13
06-05_00139_P0037991.png,6.37,10
06-05_00139_P0038051.png,7.57,13
06-05_00140_P0037991.png,6.67,11
06-05_00141_P0037991.png,6.67,9
06-05_00142_P0037991.png,6.75,12
06-05_00143_P0037991.png,6.13,9
06-05_00144_P0037991.png,7.5,12
06-05_00145_P0037991.png,9.39,8
06-05_00153_P0037822.png,2.3,4
06-05_00153_P0038051.png,14.57,11
06-05_00154_P0038051.png,12.25,14
06-05_00155_P0037991.png,10.44,4
06-05_00155_P0038051.png,8.76,13
06-05_00156_P0037822.png,6.74,4
06-05_00156_P0037991.png,13.54,6
06-05_00156_P0038051.png,17.08,13
06-05_00157_P0037822.png,4.85,6
06-05_00157_P0038051.png,14.9,9
06-05_00158_P0037822.png,2.45,7
06-05_00158_P0038051.png,7.75,12
06-05_00159_P0037822.png,2.38,7
06-05_00159_P0038051.png,6.88,12
06-05_00160_P0038051.png,7.6,11
06-05_00161_P0037991.png,2.27,6
06-05_00162_P0037991.png,4.86,5
06-05_00163_P0037991.png,7.0,6
06-05_00164_P0037991.png,7.24,7
06-05_00165_P0037991.png,3.77,7
06-05_00166_P0037991.png,4.36,8
06-05_00174_P0038051.png,14.5,16
06-05_00175_P0038051.png,10.69,16
06-05_00176_P0038051.png,8.38,13
06-05_00177_P0038051.png,27.38,9
06-05_00178_P0038051.png,17.17,9
06-05_00179_P0038051.png,7.1,9
06-05_00180_P0038051.png,5.13,9
06-05_00181_P0038051.png,7.35,9
06-05_00182_P0038051.png,6.08,9
06-05_00195_P0038051.png,19.87,15
06-05_00196_P0038051.png,12.47,12
06-05_00197_P0038051.png,11.88,12
06-05_00198_P0038051.png,20.66,11
06-05_00199_P0038051.png,17.42,10
06-05_00200_P0038051.png,8.98,11
06-05_00201_P0038051.png,10.37,12
06-05_00202_P0038051.png,15.71,11
06-05_00216_P0038051.png,19.6,11
06-05_00217_P0038051.png,16.21,10
06-05_00218_P0038051.png,12.2,12
06-05_00219_P0038051.png,14.75,9
06-05_00220_P0038051.png,14.65,11
06-05_00221_P0038051.png,15.41,14
06-05_00222_P0038051.png,14.95,14
06-05_00223_P0038051.png,19.94,12
